;BIP Version: 05.07.00
;Revision Number: 2.0
;Last Changed: Fri Mar 26 10:18:32 2004
;By: BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schall
;Package Version: 00000000

;ECU:MS 43.0 fuer M54 mit EWS 3
;ORIGIN:BMW TI-431 Schaller
;REVISION:2.00
;AUTHOR:BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schaller
;ECUCOMMENT:


TBEG "FORTTEXTE"
HEAD "ORT", "ORTTEXT", "UW_1", "UW_2", "UW_3", "UW_4"
;    RESULT:STAT_SYSTEMCHECK_SEK_LUFT_VENTIL
;    RESULTTYPE:unsigned int
;    RESULTCOMMENT:Status
;    RESULT:STAT_SYSTEMCHECK_SEK_LUFTMASSE_WERT
;    RESULTTYPE:real
;    RESULTCOMMENT:Sekundaerluftmasse
;    RESULT:STAT_SYSTEMCHECK_SEK_LUFTMASSE_EINH
;    RESULTTYPE:string
;    RESULTCOMMENT:Einheit Sekundaerluftmasse
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$2B.B,$01.B}
                    push       #$1.L
                    clear      S5
                    move       S5,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$BA.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S5[L1],B0
                    pop        L0
__0004DB56:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S3
                    xsend      S3,S5
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004DC2A
                    push       #$1.L
                    jump       __0004DC30
__0004DC2A:         push       #$0.L
__0004DC30:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004DCCA
                    move       L0,#$0.L
__0004DCCA:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004DCFF
                    push       #$0.L
                    jump       __0004DD05
__0004DCFF:         push       #$1.L
__0004DD05:         pop        L0
                    jz         __0004DD14
                    jump       __0004DB56
__0004DD14:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergw       "STAT_SYSTEMCHECK_SEK_LUFT_VENTIL",I0
                    pop        L0
                    clear      S1
                    move       S1,"BetriebswTab"
                    push       #$1.L
                    tabset     "BetriebswTab"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"NAME"
                    push       #$1.L
                    clear      S1
                    move       S1,"SAF_KGH"
                    push       #$1.L
                    move       S1,"SAF_KGH"
                    tabseek    "NAME",S1
                    jz         __0004DE20
                    push       #$1.L
                    jump       __0004DE26
__0004DE20:         push       #$0.L
__0004DE26:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,"FACT_A"
                    push       #$1.L
                    tabget     S6,"FACT_A"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S1
                    move       S1,"MEAS"
                    push       #$1.L
                    tabget     S4,"MEAS"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$4.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       L0,#$8.L
                    push       L0
                    pop        L1
                    pop        L0
                    asl        L0,L1
                    push       L0
                    move       L0,#$5.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    pop        L1
                    pop        L0
                    adds       L0,L1
                    push       L0
                    atsp       L0,#$4.L
                    move       S0[#$0],B0
                    move       S0[#$1],B1
                    move       S0[#$2],B2
                    move       S0[#$3],B3
                    pop        L0
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    move       F0,F2
                    push       #$1.L
                    move       L0,S0[#$0]
                    push       L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,"0"
                    push       #$1.L
                    atsp       L2,#$C.L
                    fix2flt    F1,L2
                    a2flt      F0,S6
                    fmul       F1,F0
                    a2flt      F0,"0"
                    fadd       F1,F0
                    move       F2,F1
                    clear      S1
                    move       S1,""
                    comp       S1[#$0],#$0.B
                    jz         __0004DFD1
                    ergr       "",F1
__0004DFD1:         push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    move       L0,L2
                    move       S0[#$0],B0
                    move       S0[#$1],B1
                    move       S0[#$2],B2
                    move       S0[#$3],B3
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    etag       __0004E043,"STAT_SYSTEMCHECK_SEK_LUFTMASSE_WERT"
                    push       #$1.L
                    jump       __0004E049
__0004E043:         push       #$0.L
__0004E049:         pop        L0
                    jz         __0004E08A
                    nop
                    move       F0,F2
                    push       #$1.L
                    ergr       "STAT_SYSTEMCHECK_SEK_LUFTMASSE_WERT",F0
                    pop        L0
__0004E08A:         etag       __0004E0C2,"STAT_SYSTEMCHECK_SEK_LUFTMASSE_EINH"
                    push       #$1.L
                    jump       __0004E0C8
__0004E0C2:         push       #$0.L
__0004E0C8:         pop        L0
                    jz         __0004E10C
                    nop
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    ergs       "STAT_SYSTEMCHECK_SEK_LUFTMASSE_EINH",S1
                    pop        L0
__0004E10C:         eoj
                    eoj


START_SYSTEMCHECK_TEV_FUNC#
;    JOBNAME:START_SYSTEMCHECK_TEV_FUNC
;    JOBCOMMENT:Systemcheck TEV Functionalcheck starten
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:START_SYSTEMCHECK_TEV_FUNC_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$22.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$1.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004E151:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S3
                    xsend      S3,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004E225
                    push       #$1.L
                    jump       __0004E22B
__0004E225:         push       #$0.L
__0004E22B:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004E2C5
                    move       L0,#$0.L
__0004E2C5:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004E2FA
                    push       #$0.L
                    jump       __0004E300
__0004E2FA:         push       #$1.L
__0004E300:         pop        L0
                    jz         __0004E30F
                    jump       __0004E151
__0004E30F:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "START_SYSTEMCHECK_TEV_FUNC_STATUS",I0
                    pop        L0
                    eoj
                    eoj


LESEN_SYSTEMCHECK_TEV_FUNC#
;    JOBNAME:LESEN_SYSTEMCHECK_TEV_FUNC
;    JOBCOMMENT:Systemcheck Tankentlueftungssystem Leckdiagnose lesen
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:LESEN_SYSTEMCHECK_TEV_WERT
;    RESULTTYPE:int
;    RESULTCOMMENT:
;    RESULT:STAT_SYSTEMCHECK_TEV
;    RESULTTYPE:int
;    RESULTCOMMENT:
;    RESULT:STAT_SYSTEMCHECK_TEV_ANZ_FKT_CHECKS_WERT
;    RESULTTYPE:int
;    RESULTCOMMENT:Anzahl Diagnose Functional Checks (SUM_DIAG_DIAGCPS)
;    RESULT:STAT_SYSTEMCHECK_TEV_ANZ_TV_FKT_CHECKS_WERT
;    RESULTTYPE:int
;    RESULTCOMMENT:Anzahl Tastverhaeltnis Functional Checks (SUM_CPPWM_DIAGCPS)
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$2B.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$1.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004E3D1:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S2
                    xsend      S2,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004E4A5
                    push       #$1.L
                    jump       __0004E4AB
__0004E4A5:         push       #$0.L
__0004E4AB:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S3,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S3,"BUSY"
                    jz         __0004E545
                    move       L0,#$0.L
__0004E545:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004E57A
                    push       #$0.L
                    jump       __0004E580
__0004E57A:         push       #$1.L
__0004E580:         pop        L0
                    jz         __0004E58F
                    jump       __0004E3D1
__0004E58F:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "LESEN_SYSTEMCHECK_TEV_WERT",I0
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "STAT_SYSTEMCHECK_TEV",I0
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       L0,#$6.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004E6A7
                    push       #$0.L
                    jump       __0004E6AD
__0004E6A7:         push       #$1.L
__0004E6AD:         pop        L0
                    jz         __0004E783
                    nop
                    move       L0,#$4.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "STAT_SYSTEMCHECK_TEV_ANZ_FKT_CHECKS_WERT",I0
                    pop        L0
                    move       L0,#$5.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "STAT_SYSTEMCHECK_TEV_ANZ_TV_FKT_CHECKS_WERT",I0
                    pop        L0
__0004E783:         eoj
                    eoj


START_SYSTEMCHECK_SEK_LUFT#
;    JOBNAME:START_SYSTEMCHECK_SEK_LUFT
;    JOBCOMMENT:Systemcheck  Sekundaerluft starten
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:START_SYSTEMCHECK_SEK_LUFT_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$22.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004E7C8:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S3
                    xsend      S3,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004E89C
                    push       #$1.L
                    jump       __0004E8A2
__0004E89C:         push       #$0.L
__0004E8A2:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004E93C
                    move       L0,#$0.L
__0004E93C:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004E971
                    push       #$0.L
                    jump       __0004E977
__0004E971:         push       #$1.L
__0004E977:         pop        L0
                    jz         __0004E986
                    jump       __0004E7C8
__0004E986:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "START_SYSTEMCHECK_SEK_LUFT_STATUS",I0
                    pop        L0
                    eoj
                    eoj


STOP_SYSTEMCHECK_SEK_LUFT#
;    JOBNAME:STOP_SYSTEMCHECK_SEK_LUFT
;    JOBCOMMENT:Systemcheck Sekundaerluft stoppen
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$23.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004EA48:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S3
                    xsend      S3,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004EB1C
                    push       #$1.L
                    jump       __0004EB22
__0004EB1C:         push       #$0.L
__0004EB22:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004EBBC
                    move       L0,#$0.L
__0004EBBC:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004EBF1
                    push       #$0.L
                    jump       __0004EBF7
__0004EBF1:         push       #$1.L
__0004EBF7:         pop        L0
                    jz         __0004EC06
                    jump       __0004EA48
__0004EC06:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    eoj
                    eoj


START_SYSTEMCHECK_TANK_LECK#
;    JOBNAME:START_SYSTEMCHECK_TANK_LECK
;    JOBCOMMENT:Systemcheck Tankentlueftungssystem Leckdiagnose starten
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:START_SYSTEMCHECK_TANK_LECK_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;    RESULT:START_SYSTEMCHECK_DMTL_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$22.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$3.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004EC6B:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S3
                    xsend      S3,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004ED3F
                    push       #$1.L
                    jump       __0004ED45
__0004ED3F:         push       #$0.L
__0004ED45:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004EDDF
                    move       L0,#$0.L
__0004EDDF:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004EE14
                    push       #$0.L
                    jump       __0004EE1A
__0004EE14:         push       #$1.L
__0004EE1A:         pop        L0
                    jz         __0004EE29
                    jump       __0004EC6B
__0004EE29:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "START_SYSTEMCHECK_TANK_LECK_STATUS",I0
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "START_SYSTEMCHECK_DMTL_STATUS",I0
                    pop        L0
                    eoj
                    eoj


TEST_SYSTEMCHECK_DMTL#
;    JOBNAME:TEST_SYSTEMCHECK_DMTL
;    JOBCOMMENT:Systemcheck Tankentlueftungssystem Leckdiagnose starten
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:TEST_SYSTEMCHECK_DMTL_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$22.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$3.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
__0004EF45:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S4
                    push       #$1.L
                    clear      S3
                    xsend      S3,S4
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0004F019
                    push       #$1.L
                    jump       __0004F01F
__0004F019:         push       #$0.L
__0004F01F:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S2,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S2,"BUSY"
                    jz         __0004F0B9
                    move       L0,#$0.L
__0004F0B9:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0004F0EE
                    push       #$0.L
                    jump       __0004F0F4
__0004F0EE:         push       #$1.L
__0004F0F4:         pop        L0
                    jz         __0004F103
                    jump       __0004EF45
__0004F103:         clear      S1
                    move       S1,S2
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    move       L0,#$3.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "TEST_SYSTEMCHECK_DMTL_STATUS",I0
                    pop        L0
                    eoj
                    eoj


START_SYSTEMCHECK_DMTL#
;    JOBNAME:START_SYSTEMCHECK_DMTL
;    JOBCOMMENT:Systemcheck Tankentlueftungssystem Leckdiagnose starten
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:
;    RESULT:START_SYSTEMCHECK_DMTL_STATUS
;    RESULTTYPE:int
;    RESULTCOMMENT:
;
                    clear      S1
                    move       S1,{$12.B,$05.B,$22.B,$01.B}
                    push       #$1.L
                    clear      S4
                    move       S4,S1
                    pop        L0
