;BIP Version: 05.07.00
;Revision Number: 2.0
;Last Changed: Fri Mar 26 10:18:32 2004
;By: BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schall
;Package Version: 00000000

;ECU:MS 43.0 fuer M54 mit EWS 3
;ORIGIN:BMW TI-431 Schaller
;REVISION:2.00
;AUTHOR:BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schaller
;ECUCOMMENT:


TBEG "FORTTEXTE"
HEAD "ORT", "ORTTEXT", "UW_1", "UW_2", "UW_3", "UW_4"
LINE "0x37", "0x00", "0x28", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x38", "0x00", "0x00", "0x00", "0x00", "0x00", "0x6B", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x39", "0x00", "0x00", "0x00", "0x1C", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x3A", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x5E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x3B", "0x00", "0x00", "0x00", "0x1C", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x3D", "0x00", "0x28", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x3E", "0x00", "0x28", "0x00", "0x25", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x3F", "0x00", "0x00", "0x00", "0x00", "0x00", "0x8D", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x40", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x8E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x41", "0x00", "0x00", "0x00", "0x00", "0x00", "0x72", "0x00", "0x52", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x42", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x5E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x43", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x5E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x44", "0x00", "0x28", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x45", "0x00", "0x28", "0x00", "0x26", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x46", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x5E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x47", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x5E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x4A", "0x00", "0x28", "0x00", "0x26", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x4F", "0x00", "0x28", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x53", "0x00", "0x00", "0x00", "0x00", "0x00", "0x72", "0x00", "0x52", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5A", "0x00", "0x2F", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5B", "0x00", "0x2F", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5C", "0x00", "0x2F", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5D", "0x00", "0x2F", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5E", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x12", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x5F", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4D", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x60", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x50", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x61", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4B", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x62", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4C", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x63", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x51", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x64", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x52", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x67", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x08", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x68", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x08", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x69", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x6C", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x6A", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x6C", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x6D", "0x00", "0x3C", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x6E", "0x00", "0x2F", "0x00", "0x2E", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x6F", "0x00", "0x2F", "0x00", "0x2E", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x70", "0x00", "0x30", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x71", "0x00", "0x22", "0x00", "0x23", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x72", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x46", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x73", "0x00", "0x09", "0x00", "0x5A", "0x00", "0x10", "0x00", "0x5B", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x75", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x47", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x76", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x61", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x77", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x62", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x78", "0x00", "0x7A", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x7A", "0x00", "0x29", "0x00", "0x24", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x7B", "0x00", "0x28", "0x00", "0x26", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x7C", "0x00", "0x28", "0x00", "0x26", "0x00", "0x00", "0x00", "0x00", "0x03", "0x13", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x7D", "0x00", "0x32", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x7E", "0x00", "0x2C", "0x00", "0x25", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x80", "0x00", "0x00", "0x00", "0x00", "0x00", "0x66", "0x00", "0x78", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x81", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00"
LINE "0x82", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x83", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x84", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x85", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x86", "0x00", "0x7D", "0x00", "0x7E", "0x00", "0x7F", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00"
LINE "0x87", "0x00", "0x45", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x88", "0x00", "0x11", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x89", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x8B", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x8B", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x8C", "0x00", "0x2C", "0x00", "0x25", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x8D", "0x00", "0x00", "0x00", "0x25", "0x00", "0x00", "0x00", "0x8C", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x8E", "0x00", "0x3E", "0x00", "0x3F", "0x00", "0x48", "0x00", "0x7B", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x8F", "0x00", "0x1D", "0x00", "0x37", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x92", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x59", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x93", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x59", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x95", "0x00", "0x49", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x96", "0x00", "0x2A", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x97", "0x00", "0x2A", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x98", "0x00", "0x2A", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0x99", "0x00", "0x2A", "0x00", "0x24", "0x00", "0x6A", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xA0", "0x00", "0x63", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xA1", "0x00", "0x64", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xA2", "0x00", "0x4A", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xA8", "0x00", "0x65", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBA", "0x00", "0x55", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBB", "0x00", "0x55", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBC", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x57", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBD", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x57", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBE", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x57", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xBF", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x57", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xC4", "0x00", "0x80", "0x00", "0x81", "0x00", "0x82", "0x00", "0x00", "0x01", "0x83", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xC5", "0x00", "0x31", "0x00", "0x2D", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xC6", "0x00", "0x35", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xC7", "0x00", "0x35", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xCA", "0x00", "0x1A", "0x00", "0x1B", "0x00", "0x00", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xCB", "0x00", "0x1A", "0x00", "0x1B", "0x00", "0x00", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xCC", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x39", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD1", "0x00", "0x00", "0x00", "0x7C", "0x00", "0x79", "0x00", "0x0E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD2", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x6E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD3", "0x00", "0x3B", "0x00", "0x3A", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD6", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x54", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD7", "0x00", "0x3D", "0x00", "0x17", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD8", "0x00", "0x3D", "0x00", "0x17", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xD9", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x67", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xDB", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x0D", "0x00", "0x00", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xDC", "0x00", "0x00", "0x00", "0x56", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xDD", "0x00", "0x00", "0x00", "0x56", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xDE", "0x00", "0x5F", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xDF", "0x00", "0x5C", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE0", "0x00", "0x5C", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE1", "0x00", "0x71", "0x00", "0x6F", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE2", "0x00", "0x71", "0x00", "0x1F", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE3", "0x00", "0x06", "0x00", "0x07", "0x00", "0x00", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE4", "0x00", "0x06", "0x00", "0x07", "0x00", "0x00", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE5", "0x00", "0x71", "0x00", "0x6F", "0x00", "0x70", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE6", "0x00", "0x71", "0x00", "0x6F", "0x00", "0x70", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE7", "0x00", "0x00", "0x00", "0x77", "0x00", "0x75", "0x00", "0x76", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE8", "0x00", "0x00", "0x00", "0x77", "0x00", "0x75", "0x00", "0x76", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xE9", "0x00", "0x36", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xEA", "0x00", "0x36", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xEB", "0x00", "0x71", "0x00", "0x1F", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xEC", "0x00", "0x20", "0x00", "0x1F", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xEE", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xEF", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF0", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF1", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF2", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF3", "0x00", "0x40", "0x00", "0x41", "0x00", "0x42", "0x00", "0x0F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF4", "0x00", "0x33", "0x00", "0x34", "0x00", "0x00", "0x00", "0x00", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF5", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF6", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4E", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF7", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x4F", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF8", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x58", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xF9", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x58", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
LINE "0xFA", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x00", "0x18", "0x01", "0x15", "0x04", "0x14", "0x02", "0x16", "0x05", "0x74"
TEND

TBEG "FARTTEXTE"
HEAD "ARTNR", "ARTTEXT"
LINE "0x00", "---"
LINE "0x01", "Fehler ist nicht abgasrelevant"
LINE "0x02", "Fehler momentan nicht vorhanden"
LINE "0x03", "Fehler nicht abgasrelevant"
LINE "0x04", "Fehler nicht entprellt"
LINE "0x05", "statischer Fehler"
LINE "0x06", "Abweichung fett"
LINE "0x07", "Abweichung mager"
LINE "0x08", "Adapt.wert ausserhalb Toleranz"
LINE "0x09", "Adaptionsbedingungen verletzt"
LINE "0x0A", "Applikationsdaten pruefen"
LINE "0x0B", "BLS defekt oder BTS klemmt aktiv"
LINE "0x0C", "BTS defekt"
LINE "0x0D", "CAN bus_off"
LINE "0x0E", "EWS-Code unplausibel"
LINE "0x0F", "FUS aktiv bei Fehlereintrag"
LINE "0x10", "Federtest und LIH-Check nicht bestanden"
LINE "0x11", "Federtest/LIH-check nicht bestanden"
LINE "0x12", "Fehler Sekundaerluftmassenmesser"
LINE "0x13", "Fehler abgasrelevant"
LINE "0x14", "Fehler entprellt"
LINE "0x15", "Fehler ist abgasrelevant"
LINE "0x16", "Fehler momentan vorhanden"
LINE "0x17", "Fettspannung nicht erreicht"
LINE "0x18", "Functional Check TEV n.i.O."
LINE "0x19", "Funkenbrenndauer zu klein"
LINE "0x1A", "Gemischgrenze fett"
LINE "0x1B", "Gemischgrenze mager"
LINE "0x1C", "Geraeuschwert zu gering"
LINE "0x1D", "Grobleck"
LINE "0x1E", "Hauptrelais nicht in Ordnung"
LINE "0x1F", "Im Fettbereich zu gross"
LINE "0x20", "Im Magerbereich zu gross"
LINE "0x21", "KS Signalleitung -->UBatt"
LINE "0x22", "KS gegen UB"
LINE "0x23", "KS nach Masse oder LB"
LINE "0x24", "KS--> Masse"
LINE "0x25", "KS--> Masse o. Unterb."
LINE "0x26", "KS--> Masse o. Unterbr."
LINE "0x27", "KS--> Masse o. Unterbrechung"
LINE "0x28", "KS--> UB"
LINE "0x29", "KS--> UB o. Unterbr."
LINE "0x2A", "KS--> UBatt"
LINE "0x2B", "KS--> UBatt o. Unterbr."
LINE "0x2C", "KS--> VB"
LINE "0x2D", "KS-->Masse"
LINE "0x2E", "KS-->Masse o. Leitungsbruch"
LINE "0x2F", "KS-->VB"
LINE "0x30", "KS-->VB oder LB"
LINE "0x31", "KS-->VB oder Leitungsbruch"
LINE "0x32", "KS-->VB/Masse o. Leitungsbruch"
LINE "0x33", "KW - Adaption am Anschlag"
LINE "0x34", "KW - Zahnfehler"
LINE "0x35", "Kat-Wirkungsgrad bei Anspringzeit"
LINE "0x36", "Katalysatorwirkungsgrad zu klein"
LINE "0x37", "Kleinstleck"
LINE "0x38", "Kupplungsschalter defekt"
LINE "0x39", "LL-Drehzahl Abweichung"
LINE "0x3A", "LLFS klemmt geschlossen"
LINE "0x3B", "LLFS klemmt offen"
LINE "0x3C", "MTC-Endstufe"
LINE "0x3D", "Magerspannung nicht erreicht"
LINE "0x3E", "Max-Fehler"
LINE "0x3F", "Min-Fehler"
LINE "0x40", "Misfire CARB_A"
LINE "0x41", "Misfire CARB_B1"
LINE "0x42", "Misfire CARB_B4"
LINE "0x43", "Momentenueberwachung, Regelgrenze ueberschritten"
LINE "0x44", "Motormoment unplausibel zu Fahrerwunsch"
LINE "0x45", "Neuadaption erforderlich"
LINE "0x46", "PVS-Doppelfehler"
LINE "0x47", "PVS-Spannung unplausibel"
LINE "0x48", "Plausibilitaetsfehler"
LINE "0x49", "Plausibilitaetsfehler LM / MDK_IST"
LINE "0x4A", "Regeldifferenzpruefung"
LINE "0x4B", "SA-Durchsatz zu gering"
LINE "0x4C", "SA-Durchsatz zu gross"
LINE "0x4D", "SAV oder SA-Schlauch blockiert"
LINE "0x4E", "SL-Durchsatz zu gering"
LINE "0x4F", "SLV klemmt offen"
LINE "0x50", "Sekundaerluftpumpe nicht aktiv"
LINE "0x51", "Sekundaerluftventil klemmt offen"
LINE "0x52", "Signal nicht plausibel"
LINE "0x53", "Signal unplausibel"
LINE "0x54", "Signale nicht plausibel"
LINE "0x55", "Sonde nicht mehr betriebswarm"
LINE "0x56", "Sonde zu langsam"
LINE "0x57", "Sondenheizung defekt"
LINE "0x58", "Sondensignal nach SA unplausibel"
LINE "0x59", "Spannungsregler PVS-Potis fehlerhaft"
LINE "0x5A", "Spg.-Werte bei LIH-Adaption nicht zul."
